batchId,productId,productionDate,machineId,operatorId,producedQty,shift,reportId,serialNo,failureDate,location,failureMode,severity,reportedBy,testId,testDate,testName,measurementValue,unit,thresholdMin,thresholdMax,status,orderId,date,channel,qty,unitPrice,totalPrice
B102313,,,,,,,,,,,,,,T201805,2025-06-14,hardness,206.62,HV,150,250,PASS,,,,,,
B100595,,,,,,,,,,,,,,T201806,2025-06-23,leakage,7.53,ml/min,0,5,FAIL,,,,,,
B100232,,,,,,,,,,,,,,T201807,2025-02-01,tensile,441.57,MPa,350,550,PASS,,,,,,
B101025,,,,,,,,,,,,,,T201808,2025-04-21,impact,33.65,J,20,40,PASS,,,,,,
B101316,,,,,,,,,,,,,,T201809,2024-04-01,hardness,146.94,HV,150,250,FAIL,,,,,,
B100813,,,,,,,,,,,,,,T201811,2024-07-18,leakage,7.18,ml/min,0,5,FAIL,,,,,,
B100605,,,,,,,,,,,,,,T201812,2025-05-08,fatigue,72884.98,cycles,100000,300000,FAIL,,,,,,
B100549,,,,,,,,,,,,,,T201813,2023-01-19,fatigue,145892.4,cycles,100000,300000,PASS,,,,,,
B101214,,,,,,,,,,,,,,T201814,2023-12-03,leakage,0.78,ml/min,0,5,PASS,,,,,,
B102244,,,,,,,,,,,,,,T201815,2023-07-29,leakage,9.33,ml/min,0,5,FAIL,,,,,,
B101154,,,,,,,,,,,,,,T201816,2025-08-22,fatigue,222075.53,cycles,100000,300000,PASS,,,,,,
B102211,,,,,,,,,,,,,,T201817,2024-07-28,impact,16.36,J,20,40,FAIL,,,,,,
B101015,,,,,,,,,,,,,,T201818,2025-07-23,tensile,408.29,MPa,350,550,PASS,,,,,,
B101943,,,,,,,,,,,,,,T201819,2024-01-06,tensile,454.8,MPa,350,550,PASS,,,,,,
B100321,,,,,,,,,,,,,,T201820,2025-07-28,hardness,179.37,HV,150,250,PASS,,,,,,
B100741,,,,,,,,,,,,,,T201822,2025-05-18,impact,34.19,J,20,40,PASS,,,,,,
B102062,,,,,,,,,,,,,,T201823,2025-07-21,leakage,1.3,ml/min,0,5,PASS,,,,,,
B102149,,,,,,,,,,,,,,T201824,2025-08-03,impact,28.69,J,20,40,PASS,,,,,,
B101851,,,,,,,,,,,,,,T201825,2024-08-27,tensile,473.56,MPa,350,550,PASS,,,,,,
B100017,,,,,,,,,,,,,,T201826,2023-08-26,leakage,2.9,ml/min,0,5,PASS,,,,,,
B100872,,,,,,,,,,,,,,T201827,2025-05-02,tensile,441.93,MPa,350,550,PASS,,,,,,
B102466,,,,,,,,,,,,,,T201828,2025-06-10,hardness,194.95,HV,150,250,PASS,,,,,,
B102381,,,,,,,,,,,,,,T201829,2024-03-04,fatigue,171757.37,cycles,100000,300000,PASS,,,,,,
B101172,,,,,,,,,,,,,,T201831,2024-08-27,impact,32.21,J,20,40,PASS,,,,,,
B101728,,,,,,,,,,,,,,T201832,2024-12-17,impact,35.11,J,20,40,PASS,,,,,,
B101677,,,,,,,,,,,,,,T201833,2025-04-04,hardness,223.64,HV,150,250,PASS,,,,,,
B100983,,,,,,,,,,,,,,T201834,2023-05-09,impact,33.42,J,20,40,PASS,,,,,,
B102123,,,,,,,,,,,,,,T201835,2023-03-04,fatigue,206126.6,cycles,100000,300000,PASS,,,,,,
B100418,,,,,,,,,,,,,,T201836,2025-02-15,tensile,461.96,MPa,350,550,PASS,,,,,,
B101226,,,,,,,,,,,,,,T201837,2024-05-10,hardness,111.33,HV,150,250,FAIL,,,,,,
B100721,,,,,,,,,,,,,,T201838,2025-10-05,tensile,377.69,MPa,350,550,PASS,,,,,,
B100663,,,,,,,,,,,,,,T201839,2024-08-06,fatigue,134620.87,cycles,100000,300000,PASS,,,,,,
B100256,,,,,,,,,,,,,,T201840,2023-08-05,hardness,209.15,HV,150,250,PASS,,,,,,
B100858,,,,,,,,,,,,,,T201841,2023-01-31,impact,27.94,J,20,40,PASS,,,,,,
B102210,,,,,,,,,,,,,,T201842,2023-04-09,impact,29.41,J,20,40,PASS,,,,,,
B101306,,,,,,,,,,,,,,T201843,2024-09-04,fatigue,171395.48,cycles,100000,300000,PASS,,,,,,
B101542,,,,,,,,,,,,,,T201844,2024-04-20,fatigue,172251.39,cycles,100000,300000,PASS,,,,,,
B101214,,,,,,,,,,,,,,T201845,2023-06-14,leakage,2.95,ml/min,0,5,PASS,,,,,,
B102143,,,,,,,,,,,,,,T201847,2025-02-20,impact,27.2,J,20,40,PASS,,,,,,
B101294,,,,,,,,,,,,,,T201848,2024-07-13,impact,25.53,J,20,40,PASS,,,,,,
B101270,,,,,,,,,,,,,,T201849,2023-12-27,leakage,1.8,ml/min,0,5,PASS,,,,,,
B100640,,,,,,,,,,,,,,T201850,2024-08-10,impact,18.66,J,20,40,FAIL,,,,,,
B100324,,,,,,,,,,,,,,T201851,2024-03-28,hardness,208.19,HV,150,250,PASS,,,,,,
B101885,,,,,,,,,,,,,,T201852,2023-07-07,hardness,180.9,HV,150,250,PASS,,,,,,
B100652,,,,,,,,,,,,,,T201853,2023-02-05,hardness,226.98,HV,150,250,PASS,,,,,,
B101200,,,,,,,,,,,,,,T201854,2023-09-18,impact,24.07,J,20,40,PASS,,,,,,
B101968,,,,,,,,,,,,,,T201855,2025-03-09,hardness,181.31,HV,150,250,PASS,,,,,,
B101384,,,,,,,,,,,,,,T201856,2024-01-18,impact,19.83,J,20,40,FAIL,,,,,,
B102298,,,,,,,,,,,,,,T201858,2024-04-09,fatigue,198542.54,cycles,100000,300000,PASS,,,,,,
B100327,,,,,,,,,,,,,,T201859,2023-01-16,impact,31.71,J,20,40,PASS,,,,,,
B101089,,,,,,,,,,,,,,T201860,2024-12-12,fatigue,237644.44,cycles,100000,300000,PASS,,,,,,
B101855,,,,,,,,,,,,,,T201862,2025-10-21,tensile,331.4,MPa,350,550,FAIL,,,,,,
B101460,,,,,,,,,,,,,,T201863,2025-08-21,hardness,120.27,HV,150,250,FAIL,,,,,,
B100518,,,,,,,,,,,,,,T201864,2023-12-16,leakage,3.16,ml/min,0,5,PASS,,,,,,
B100624,,,,,,,,,,,,,,T201866,2024-11-10,fatigue,161834.86,cycles,100000,300000,PASS,,,,,,
B100913,,,,,,,,,,,,,,T201867,2025-07-11,impact,36.21,J,20,40,PASS,,,,,,
B101406,,,,,,,,,,,,,,T201871,2025-02-18,leakage,8.18,ml/min,0,5,FAIL,,,,,,
B100848,,,,,,,,,,,,,,T201873,2024-01-20,hardness,195.45,HV,150,250,PASS,,,,,,
B101160,,,,,,,,,,,,,,T201874,2024-11-08,fatigue,191063.3,cycles,100000,300000,PASS,,,,,,
B101792,,,,,,,,,,,,,,T201875,2023-03-02,tensile,346.1,MPa,350,550,FAIL,,,,,,
B102435,,,,,,,,,,,,,,T201878,2024-10-24,hardness,115.02,HV,150,250,FAIL,,,,,,
B100923,,,,,,,,,,,,,,T201879,2024-05-17,leakage,3.46,ml/min,0,5,PASS,,,,,,
B102229,,,,,,,,,,,,,,T201881,2024-04-04,hardness,200.25,HV,150,250,PASS,,,,,,
B102251,,,,,,,,,,,,,,T201882,2023-04-21,fatigue,232555.35,cycles,100000,300000,PASS,,,,,,
B100156,,,,,,,,,,,,,,T201883,2023-02-05,tensile,423.44,MPa,350,550,PASS,,,,,,
B101877,,,,,,,,,,,,,,T201885,2023-02-14,hardness,229.74,HV,150,250,PASS,,,,,,
B101842,,,,,,,,,,,,,,T201886,2025-10-03,hardness,181.52,HV,150,250,PASS,,,,,,
B101560,,,,,,,,,,,,,,T201887,2025-01-20,leakage,2.43,ml/min,0,5,PASS,,,,,,
B101507,,,,,,,,,,,,,,T201888,2025-08-06,leakage,2.16,ml/min,0,5,PASS,,,,,,
B101506,,,,,,,,,,,,,,T201890,2023-02-23,fatigue,178329.03,cycles,100000,300000,PASS,,,,,,
B101584,,,,,,,,,,,,,,T201891,2023-10-03,leakage,3.58,ml/min,0,5,PASS,,,,,,
B100339,,,,,,,,,,,,,,T201892,2025-06-27,tensile,440.12,MPa,350,550,PASS,,,,,,
B101172,,,,,,,,,,,,,,T201893,2023-06-03,leakage,3.25,ml/min,0,5,PASS,,,,,,
B101413,,,,,,,,,,,,,,T201894,2023-11-26,fatigue,244407.91,cycles,100000,300000,PASS,,,,,,
B100394,,,,,,,,,,,,,,T201897,2023-05-19,leakage,2.18,ml/min,0,5,PASS,,,,,,
B101211,,,,,,,,,,,,,,T201899,2024-10-17,hardness,125.04,HV,150,250,FAIL,,,,,,
B101073,,,,,,,,,,,,,,T201901,2025-08-07,hardness,226.64,HV,150,250,PASS,,,,,,
B101229,,,,,,,,,,,,,,T201902,2023-04-28,hardness,204.34,HV,150,250,PASS,,,,,,
B101484,,,,,,,,,,,,,,T201903,2024-05-11,hardness,140.54,HV,150,250,FAIL,,,,,,
B101165,,,,,,,,,,,,,,T201904,2024-08-09,tensile,448.3,MPa,350,550,PASS,,,,,,
B101787,,,,,,,,,,,,,,T201905,2024-04-24,fatigue,179533.72,cycles,100000,300000,PASS,,,,,,
B100090,,,,,,,,,,,,,,T201906,2024-05-29,tensile,473.72,MPa,350,550,PASS,,,,,,
B100158,,,,,,,,,,,,,,T201907,2025-01-11,hardness,223.66,HV,150,250,PASS,,,,,,
B101959,,,,,,,,,,,,,,T201909,2024-06-02,tensile,295.91,MPa,350,550,FAIL,,,,,,
B100630,,,,,,,,,,,,,,T201910,2024-10-28,fatigue,186990.28,cycles,100000,300000,PASS,,,,,,
B100353,,,,,,,,,,,,,,T201911,2023-06-29,tensile,458.08,MPa,350,550,PASS,,,,,,
B100955,,,,,,,,,,,,,,T201912,2024-06-21,leakage,3.18,ml/min,0,5,PASS,,,,,,
B100720,,,,,,,,,,,,,,T201914,2025-08-04,impact,35.55,J,20,40,PASS,,,,,,
B100357,,,,,,,,,,,,,,T201915,2024-01-17,impact,10.51,J,20,40,FAIL,,,,,,
B100477,,,,,,,,,,,,,,T201916,2023-11-06,tensile,456.75,MPa,350,550,PASS,,,,,,
B100834,,,,,,,,,,,,,,T201917,2025-10-27,tensile,404.17,MPa,350,550,PASS,,,,,,
B100161,,,,,,,,,,,,,,T201918,2023-07-09,fatigue,82222.43,cycles,100000,300000,FAIL,,,,,,
B102153,,,,,,,,,,,,,,T201919,2023-04-15,leakage,6.49,ml/min,0,5,FAIL,,,,,,
B102344,,,,,,,,,,,,,,T201921,2023-08-10,leakage,6.7,ml/min,0,5,FAIL,,,,,,
B100888,,,,,,,,,,,,,,T201922,2024-01-30,fatigue,166582.89,cycles,100000,300000,PASS,,,,,,
B100847,,,,,,,,,,,,,,T201923,2023-07-13,impact,32.68,J,20,40,PASS,,,,,,
B100956,,,,,,,,,,,,,,T201924,2025-06-02,impact,19.71,J,20,40,FAIL,,,,,,
B100283,,,,,,,,,,,,,,T201925,2025-09-19,tensile,345.32,MPa,350,550,FAIL,,,,,,
B102306,,,,,,,,,,,,,,T201926,2023-07-09,leakage,5.54,ml/min,0,5,FAIL,,,,,,
B101190,,,,,,,,,,,,,,T201927,2023-03-16,fatigue,197805.93,cycles,100000,300000,PASS,,,,,,
B100123,,,,,,,,,,,,,,T201928,2023-08-19,hardness,138.03,HV,150,250,FAIL,,,,,,
B101600,,,,,,,,,,,,,,T201931,2024-12-08,tensile,468.01,MPa,350,550,PASS,,,,,,
B100628,,,,,,,,,,,,,,T201932,2025-01-04,impact,13.78,J,20,40,FAIL,,,,,,
B100855,,,,,,,,,,,,,,T201933,2023-08-30,impact,15.36,J,20,40,FAIL,,,,,,
B102063,,,,,,,,,,,,,,T201934,2023-06-08,tensile,486.86,MPa,350,550,PASS,,,,,,
B102348,,,,,,,,,,,,,,T201936,2025-02-16,hardness,148.27,HV,150,250,FAIL,,,,,,
B100055,,,,,,,,,,,,,,T201937,2024-12-09,leakage,3.05,ml/min,0,5,PASS,,,,,,
B101649,,,,,,,,,,,,,,T201938,2025-03-24,impact,29.03,J,20,40,PASS,,,,,,
B100269,,,,,,,,,,,,,,T201941,2024-07-16,tensile,429.39,MPa,350,550,PASS,,,,,,
B101221,,,,,,,,,,,,,,T201942,2024-03-18,tensile,441.92,MPa,350,550,PASS,,,,,,
B101663,,,,,,,,,,,,,,T201943,2024-11-23,leakage,2.62,ml/min,0,5,PASS,,,,,,
B102218,,,,,,,,,,,,,,T201944,2024-01-31,leakage,1.82,ml/min,0,5,PASS,,,,,,
B100700,,,,,,,,,,,,,,T201945,2024-05-14,impact,27.24,J,20,40,PASS,,,,,,
B101295,,,,,,,,,,,,,,T201948,2023-08-20,hardness,195.29,HV,150,250,PASS,,,,,,
B100468,,,,,,,,,,,,,,T201949,2025-05-12,tensile,522.88,MPa,350,550,PASS,,,,,,
B100676,,,,,,,,,,,,,,T201950,2024-04-27,impact,28.32,J,20,40,PASS,,,,,,
B102297,,,,,,,,,,,,,,T201951,2024-02-28,leakage,2.36,ml/min,0,5,PASS,,,,,,
B100788,,,,,,,,,,,,,,T201952,2023-10-26,hardness,189.35,HV,150,250,PASS,,,,,,
B100133,,,,,,,,,,,,,,T201953,2024-06-13,hardness,184.8,HV,150,250,PASS,,,,,,
B101692,,,,,,,,,,,,,,T201954,2025-05-13,fatigue,218975.77,cycles,100000,300000,PASS,,,,,,
B101964,,,,,,,,,,,,,,T201955,2024-06-29,tensile,292.52,MPa,350,550,FAIL,,,,,,
B100158,,,,,,,,,,,,,,T201956,2025-03-31,hardness,211.81,HV,150,250,PASS,,,,,,
B102355,,,,,,,,,,,,,,T201957,2025-06-25,impact,31.85,J,20,40,PASS,,,,,,
B100499,,,,,,,,,,,,,,T201958,2024-06-17,fatigue,66943.38,cycles,100000,300000,FAIL,,,,,,
B101276,,,,,,,,,,,,,,T201960,2024-03-15,impact,31.01,J,20,40,PASS,,,,,,
B100484,,,,,,,,,,,,,,T201961,2023-07-29,fatigue,191847.98,cycles,100000,300000,PASS,,,,,,
B100127,,,,,,,,,,,,,,T201962,2024-02-12,impact,14.82,J,20,40,FAIL,,,,,,
B100090,,,,,,,,,,,,,,T201963,2024-11-13,fatigue,174846.92,cycles,100000,300000,PASS,,,,,,
B101436,,,,,,,,,,,,,,T201964,2024-06-13,hardness,219.88,HV,150,250,PASS,,,,,,
B100948,,,,,,,,,,,,,,T201966,2025-10-21,impact,16.75,J,20,40,FAIL,,,,,,
B101188,,,,,,,,,,,,,,T201967,2024-07-13,fatigue,207798.95,cycles,100000,300000,PASS,,,,,,
B101384,,,,,,,,,,,,,,T201968,2024-12-27,impact,30.19,J,20,40,PASS,,,,,,
B100028,,,,,,,,,,,,,,T201969,2023-06-27,tensile,442.19,MPa,350,550,PASS,,,,,,
B101694,,,,,,,,,,,,,,T201970,2023-10-10,hardness,190.51,HV,150,250,PASS,,,,,,
B102140,,,,,,,,,,,,,,T201971,2025-02-10,leakage,2.51,ml/min,0,5,PASS,,,,,,
B100850,,,,,,,,,,,,,,T201973,2025-03-11,leakage,1.41,ml/min,0,5,PASS,,,,,,
B102398,,,,,,,,,,,,,,T201975,2024-02-02,fatigue,75857.15,cycles,100000,300000,FAIL,,,,,,
B101664,,,,,,,,,,,,,,T201976,2025-01-09,tensile,407.46,MPa,350,550,PASS,,,,,,
B100285,,,,,,,,,,,,,,T201977,2024-01-24,impact,31.95,J,20,40,PASS,,,,,,
B100078,,,,,,,,,,,,,,T201978,2024-05-08,fatigue,144347.64,cycles,100000,300000,PASS,,,,,,
B101031,,,,,,,,,,,,,,T201979,2024-07-12,hardness,229.4,HV,150,250,PASS,,,,,,
B100138,,,,,,,,,,,,,,T201980,2023-02-02,impact,19.01,J,20,40,FAIL,,,,,,
B102360,,,,,,,,,,,,,,T201981,2024-11-18,tensile,453.53,MPa,350,550,PASS,,,,,,
B100742,,,,,,,,,,,,,,T201982,2024-12-29,fatigue,187883.89,cycles,100000,300000,PASS,,,,,,
B101949,,,,,,,,,,,,,,T201984,2024-12-26,impact,32.08,J,20,40,PASS,,,,,,
B100273,,,,,,,,,,,,,,T201986,2025-07-05,hardness,197.57,HV,150,250,PASS,,,,,,
B101165,,,,,,,,,,,,,,T201987,2024-10-16,leakage,3.42,ml/min,0,5,PASS,,,,,,
B101282,,,,,,,,,,,,,,T201988,2023-08-30,impact,28.99,J,20,40,PASS,,,,,,
B101730,,,,,,,,,,,,,,T201989,2024-07-25,leakage,1.48,ml/min,0,5,PASS,,,,,,
B100373,,,,,,,,,,,,,,T201990,2023-04-06,tensile,454.5,MPa,350,550,PASS,,,,,,
B100423,,,,,,,,,,,,,,T201991,2023-09-15,leakage,2.57,ml/min,0,5,PASS,,,,,,
B101383,,,,,,,,,,,,,,T201992,2025-07-08,impact,35.21,J,20,40,PASS,,,,,,
B101108,,,,,,,,,,,,,,T201993,2024-09-10,leakage,2.1,ml/min,0,5,PASS,,,,,,
B101181,,,,,,,,,,,,,,T201994,2023-12-23,hardness,119.06,HV,150,250,FAIL,,,,,,
B102219,,,,,,,,,,,,,,T201995,2024-02-19,hardness,175.16,HV,150,250,PASS,,,,,,
B101471,,,,,,,,,,,,,,T201996,2025-04-11,impact,30.52,J,20,40,PASS,,,,,,
B102272,,,,,,,,,,,,,,T201997,2023-09-14,hardness,208.69,HV,150,250,PASS,,,,,,
B101549,,,,,,,,,,,,,,T201998,2024-07-15,impact,30.54,J,20,40,PASS,,,,,,
B101934,,,,,,,,,,,,,,T201999,2023-07-17,tensile,426.73,MPa,350,550,PASS,,,,,,
B100265,,,,,,,,,,,,,,T202000,2025-08-18,tensile,485.84,MPa,350,550,PASS,,,,,,
B102137,,,,,,,,,,,,,,T202001,2024-07-23,tensile,521.21,MPa,350,550,PASS,,,,,,
B102362,,,,,,,,,,,,,,T202002,2023-09-06,tensile,417.77,MPa,350,550,PASS,,,,,,
B100334,,,,,,,,,,,,,,T202004,2023-08-01,leakage,2.24,ml/min,0,5,PASS,,,,,,
B100987,,,,,,,,,,,,,,T202005,2023-05-05,leakage,7.71,ml/min,0,5,FAIL,,,,,,
B101236,,,,,,,,,,,,,,T202006,2025-09-30,hardness,229.56,HV,150,250,PASS,,,,,,
B102238,,,,,,,,,,,,,,T202007,2024-11-21,hardness,192.34,HV,150,250,PASS,,,,,,
B101977,,,,,,,,,,,,,,T202008,2024-08-22,leakage,1.49,ml/min,0,5,PASS,,,,,,
B100019,,,,,,,,,,,,,,T202009,2023-04-27,impact,22.09,J,20,40,PASS,,,,,,
B100495,,,,,,,,,,,,,,T202010,2023-10-30,fatigue,36629.52,cycles,100000,300000,FAIL,,,,,,
B100354,,,,,,,,,,,,,,T202011,2023-03-06,leakage,3.87,ml/min,0,5,PASS,,,,,,
B102341,,,,,,,,,,,,,,T202012,2023-05-05,leakage,2.23,ml/min,0,5,PASS,,,,,,
B101662,,,,,,,,,,,,,,T202013,2025-04-24,tensile,471.07,MPa,350,550,PASS,,,,,,
B101478,,,,,,,,,,,,,,T202015,2025-07-30,tensile,421.45,MPa,350,550,PASS,,,,,,
B102169,,,,,,,,,,,,,,T202016,2023-10-02,tensile,468.15,MPa,350,550,PASS,,,,,,
B100004,,,,,,,,,,,,,,T202017,2023-01-30,hardness,141.53,HV,150,250,FAIL,,,,,,
B102431,,,,,,,,,,,,,,T202018,2023-02-14,impact,32.4,J,20,40,PASS,,,,,,
B100248,,,,,,,,,,,,,,T202019,2025-11-15,impact,30.72,J,20,40,PASS,,,,,,
B101780,,,,,,,,,,,,,,T202020,2024-04-06,hardness,229.14,HV,150,250,PASS,,,,,,
B100143,,,,,,,,,,,,,,T202021,2024-04-26,fatigue,213637.86,cycles,100000,300000,PASS,,,,,,
B101676,,,,,,,,,,,,,,T202023,2023-12-28,leakage,2.54,ml/min,0,5,PASS,,,,,,
B100242,,,,,,,,,,,,,,T202024,2025-08-31,fatigue,187754.14,cycles,100000,300000,PASS,,,,,,
B101297,,,,,,,,,,,,,,T202025,2025-06-24,hardness,188.31,HV,150,250,PASS,,,,,,
B101618,,,,,,,,,,,,,,T202026,2025-01-09,fatigue,42595.88,cycles,100000,300000,FAIL,,,,,,
B100421,,,,,,,,,,,,,,T202027,2025-07-04,leakage,2.37,ml/min,0,5,PASS,,,,,,
B100165,,,,,,,,,,,,,,T202028,2024-02-02,fatigue,237587.8,cycles,100000,300000,PASS,,,,,,
B100924,,,,,,,,,,,,,,T202030,2023-05-01,hardness,134.38,HV,150,250,FAIL,,,,,,
B101047,,,,,,,,,,,,,,T202031,2024-12-09,hardness,175.43,HV,150,250,PASS,,,,,,
B101520,,,,,,,,,,,,,,T202032,2025-06-27,hardness,201.22,HV,150,250,PASS,,,,,,
B100135,,,,,,,,,,,,,,T202033,2025-08-04,fatigue,245789.87,cycles,100000,300000,PASS,,,,,,
B100160,,,,,,,,,,,,,,T202034,2025-02-20,hardness,190.97,HV,150,250,PASS,,,,,,
B100608,,,,,,,,,,,,,,T202035,2024-07-11,impact,33.05,J,20,40,PASS,,,,,,
B101960,,,,,,,,,,,,,,T202036,2025-01-24,tensile,486.95,MPa,350,550,PASS,,,,,,
B102354,,,,,,,,,,,,,,T202037,2023-02-21,tensile,487.02,MPa,350,550,PASS,,,,,,
B100855,,,,,,,,,,,,,,T202039,2024-02-03,hardness,171.95,HV,150,250,PASS,,,,,,
B100944,,,,,,,,,,,,,,T202040,2024-03-21,fatigue,228240.85,cycles,100000,300000,PASS,,,,,,
B101639,,,,,,,,,,,,,,T202041,2023-11-24,leakage,3.25,ml/min,0,5,PASS,,,,,,
B100572,,,,,,,,,,,,,,T202042,2024-03-25,impact,29.02,J,20,40,PASS,,,,,,
B100851,,,,,,,,,,,,,,T202043,2023-07-29,tensile,430.98,MPa,350,550,PASS,,,,,,
B100939,,,,,,,,,,,,,,T202044,2025-08-24,tensile,501.17,MPa,350,550,PASS,,,,,,
B100850,,,,,,,,,,,,,,T202045,2024-05-30,tensile,452.22,MPa,350,550,PASS,,,,,,
B101825,,,,,,,,,,,,,,T202046,2023-01-24,fatigue,207866.8,cycles,100000,300000,PASS,,,,,,
B100507,,,,,,,,,,,,,,T202047,2024-03-08,leakage,3.07,ml/min,0,5,PASS,,,,,,
B101632,,,,,,,,,,,,,,T202048,2023-06-19,hardness,187.72,HV,150,250,PASS,,,,,,
B100051,,,,,,,,,,,,,,T202049,2024-07-06,impact,32.97,J,20,40,PASS,,,,,,
B100413,,,,,,,,,,,,,,T202050,2025-02-01,tensile,415.5,MPa,350,550,PASS,,,,,,
B102213,,,,,,,,,,,,,,T202051,2023-02-04,impact,30.49,J,20,40,PASS,,,,,,
B101460,,,,,,,,,,,,,,T202052,2024-09-22,fatigue,82727.27,cycles,100000,300000,FAIL,,,,,,
B101323,,,,,,,,,,,,,,T202054,2024-02-28,hardness,193.29,HV,150,250,PASS,,,,,,
B101844,,,,,,,,,,,,,,T202055,2024-02-11,leakage,1.58,ml/min,0,5,PASS,,,,,,
B100874,,,,,,,,,,,,,,T202057,2023-03-20,hardness,181.68,HV,150,250,PASS,,,,,,
B102121,,,,,,,,,,,,,,T202058,2024-03-22,hardness,141.87,HV,150,250,FAIL,,,,,,
B100387,,,,,,,,,,,,,,T202059,2025-11-11,fatigue,217672.29,cycles,100000,300000,PASS,,,,,,
B101722,,,,,,,,,,,,,,T202060,2024-12-09,fatigue,209247.41,cycles,100000,300000,PASS,,,,,,
B100523,,,,,,,,,,,,,,T202061,2024-11-11,tensile,400.47,MPa,350,550,PASS,,,,,,
B101779,,,,,,,,,,,,,,T202062,2025-04-10,tensile,419.73,MPa,350,550,PASS,,,,,,
B102024,,,,,,,,,,,,,,T202063,2025-05-06,impact,17.95,J,20,40,FAIL,,,,,,
B102178,,,,,,,,,,,,,,T202064,2025-05-28,hardness,143.52,HV,150,250,FAIL,,,,,,
B100364,,,,,,,,,,,,,,T202065,2023-01-03,hardness,186.59,HV,150,250,PASS,,,,,,
B100758,,,,,,,,,,,,,,T202066,2024-09-28,hardness,146.14,HV,150,250,FAIL,,,,,,
B101208,,,,,,,,,,,,,,T202068,2024-02-27,leakage,1.88,ml/min,0,5,PASS,,,,,,
B101698,,,,,,,,,,,,,,T202069,2024-04-12,leakage,1.58,ml/min,0,5,PASS,,,,,,
B101183,,,,,,,,,,,,,,T202070,2023-01-16,hardness,186.03,HV,150,250,PASS,,,,,,
B101424,,,,,,,,,,,,,,T202071,2024-10-19,fatigue,169345.81,cycles,100000,300000,PASS,,,,,,
B102103,,,,,,,,,,,,,,T202073,2025-10-02,hardness,209.31,HV,150,250,PASS,,,,,,
B100064,,,,,,,,,,,,,,T202074,2023-10-28,impact,30.37,J,20,40,PASS,,,,,,
B101557,,,,,,,,,,,,,,T202075,2025-02-10,hardness,181.67,HV,150,250,PASS,,,,,,
B101599,,,,,,,,,,,,,,T202076,2025-08-03,hardness,159.13,HV,150,250,PASS,,,,,,
B100761,,,,,,,,,,,,,,T202077,2023-12-16,hardness,195.68,HV,150,250,PASS,,,,,,
B100875,,,,,,,,,,,,,,T202078,2023-05-15,impact,33.86,J,20,40,PASS,,,,,,
B100020,,,,,,,,,,,,,,T202079,2023-07-17,leakage,3.31,ml/min,0,5,PASS,,,,,,
B102127,,,,,,,,,,,,,,T202080,2025-06-02,impact,33.18,J,20,40,PASS,,,,,,
B100093,,,,,,,,,,,,,,T202081,2025-06-25,hardness,227.28,HV,150,250,PASS,,,,,,
B101246,,,,,,,,,,,,,,T202082,2025-07-06,leakage,2.29,ml/min,0,5,PASS,,,,,,
B100809,,,,,,,,,,,,,,T202083,2025-08-19,leakage,2.01,ml/min,0,5,PASS,,,,,,
B100374,,,,,,,,,,,,,,T202084,2025-09-19,impact,32.47,J,20,40,PASS,,,,,,
B100095,,,,,,,,,,,,,,T202085,2024-02-11,impact,32.83,J,20,40,PASS,,,,,,
B101498,,,,,,,,,,,,,,T202086,2023-08-10,tensile,469.7,MPa,350,550,PASS,,,,,,
B102010,,,,,,,,,,,,,,T202087,2024-05-21,fatigue,125884.78,cycles,100000,300000,PASS,,,,,,
B101044,,,,,,,,,,,,,,T202088,2025-10-09,hardness,220.84,HV,150,250,PASS,,,,,,
B100957,,,,,,,,,,,,,,T202089,2025-06-22,leakage,3.52,ml/min,0,5,PASS,,,,,,
B101333,,,,,,,,,,,,,,T202090,2023-09-26,leakage,1.57,ml/min,0,5,PASS,,,,,,
B100122,,,,,,,,,,,,,,T202091,2024-11-11,impact,13.78,J,20,40,FAIL,,,,,,
B100783,,,,,,,,,,,,,,T202092,2025-06-26,leakage,2.71,ml/min,0,5,PASS,,,,,,
B100370,,,,,,,,,,,,,,T202093,2025-10-27,hardness,186.5,HV,150,250,PASS,,,,,,
B101120,,,,,,,,,,,,,,T202094,2024-05-18,fatigue,172161.31,cycles,100000,300000,PASS,,,,,,
B101306,,,,,,,,,,,,,,T202095,2024-03-15,leakage,7.73,ml/min,0,5,FAIL,,,,,,
B100613,,,,,,,,,,,,,,T202096,2024-05-06,tensile,474.65,MPa,350,550,PASS,,,,,,
B102337,,,,,,,,,,,,,,T202097,2025-03-10,fatigue,164245.28,cycles,100000,300000,PASS,,,,,,
B101086,,,,,,,,,,,,,,T202098,2024-04-01,fatigue,228357.89,cycles,100000,300000,PASS,,,,,,
B100951,,,,,,,,,,,,,,T202099,2025-01-04,fatigue,74617.29,cycles,100000,300000,FAIL,,,,,,
B100459,,,,,,,,,,,,,,T202100,2024-01-19,tensile,437.06,MPa,350,550,PASS,,,,,,
B102066,,,,,,,,,,,,,,T202101,2025-07-15,tensile,338.58,MPa,350,550,FAIL,,,,,,
B101271,,,,,,,,,,,,,,T202102,2025-05-10,leakage,2.34,ml/min,0,5,PASS,,,,,,
B101749,,,,,,,,,,,,,,T202103,2023-01-03,fatigue,190119.41,cycles,100000,300000,PASS,,,,,,
B101063,,,,,,,,,,,,,,T202104,2025-06-23,fatigue,193953.23,cycles,100000,300000,PASS,,,,,,
